# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-12-12 14:57:54 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01105585 TOWN BROOK AT QUINCY, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01105585
#            TS   parameter     Description
#         66228       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	66228_00060	66228_00060_cd
USGS	01105585	2018-09-21 09:30	EDT	5.47	P
USGS	01105585	2018-09-21 09:45	EDT	6.08	P
USGS	01105585	2018-09-21 10:00	EDT	6.23	P
USGS	01105585	2018-09-21 10:15	EDT	6.31	P
USGS	01105585	2018-09-21 10:30	EDT	6.21	P
USGS	01105585	2018-09-21 10:45	EDT	6.23	P
USGS	01105585	2018-09-21 11:00	EDT	5.74	P
USGS	01105585	2018-09-21 11:15	EDT	5.47	P
USGS	01105585	2018-09-21 11:30	EDT	5.52	P
USGS	01105585	2018-09-21 11:45	EDT	5.71	P
USGS	01105585	2018-09-21 12:00	EDT	5.47	P
USGS	01105585	2018-09-21 12:15	EDT	5.31	P
USGS	01105585	2018-09-21 12:30	EDT	5.61	P
USGS	01105585	2018-09-21 12:45	EDT	5.57	P
USGS	01105585	2018-09-21 13:00	EDT	5.33	P
USGS	01105585	2018-09-21 13:15	EDT	5.26	P
USGS	01105585	2018-09-21 13:30	EDT	5.64	P
USGS	01105585	2018-09-21 13:45	EDT	5.42	P
USGS	01105585	2018-09-21 14:00	EDT	5.26	P
USGS	01105585	2018-09-21 14:15	EDT	5.17	P
USGS	01105585	2018-09-21 14:30	EDT	5.69	P
USGS	01105585	2018-09-21 14:45	EDT	5.31	P
USGS	01105585	2018-09-21 15:00	EDT	5.12	P
USGS	01105585	2018-09-21 15:15	EDT	5.10	P
USGS	01105585	2018-09-21 15:30	EDT	5.69	P
USGS	01105585	2018-09-21 15:45	EDT	5.28	P
USGS	01105585	2018-09-21 16:00	EDT	5.10	P
USGS	01105585	2018-09-21 16:15	EDT	4.96	P
USGS	01105585	2018-09-21 16:30	EDT	5.54	P
USGS	01105585	2018-09-21 16:45	EDT	5.31	P
USGS	01105585	2018-09-21 17:00	EDT	5.19	P
USGS	01105585	2018-09-21 17:15	EDT	4.96	P
USGS	01105585	2018-09-21 17:30	EDT	4.94	P
USGS	01105585	2018-09-21 17:45	EDT	5.50	P
USGS	01105585	2018-09-21 18:00	EDT	5.03	P
USGS	01105585	2018-09-21 18:15	EDT	4.89	P
USGS	01105585	2018-09-21 18:30	EDT	4.89	P
USGS	01105585	2018-09-21 18:45	EDT	5.14	P
USGS	01105585	2018-09-21 19:00	EDT	5.33	P
USGS	01105585	2018-09-21 19:15	EDT	4.98	P
USGS	01105585	2018-09-21 19:30	EDT	4.92	P
USGS	01105585	2018-09-21 19:45	EDT	4.85	P
USGS	01105585	2018-09-21 20:00	EDT	5.54	P
USGS	01105585	2018-09-21 20:15	EDT	5.05	P
USGS	01105585	2018-09-21 20:30	EDT	4.89	P
USGS	01105585	2018-09-21 20:45	EDT	4.83	P
USGS	01105585	2018-09-21 21:00	EDT	4.72	P
USGS	01105585	2018-09-21 21:15	EDT	5.40	P
USGS	01105585	2018-09-21 21:30	EDT	4.98	P
USGS	01105585	2018-09-21 21:45	EDT	4.81	P
USGS	01105585	2018-09-21 22:00	EDT	4.72	P
USGS	01105585	2018-09-21 22:15	EDT	5.10	P
USGS	01105585	2018-09-21 22:30	EDT	5.03	P
USGS	01105585	2018-09-21 22:45	EDT	4.81	P
USGS	01105585	2018-09-21 23:00	EDT	4.72	P
USGS	01105585	2018-09-21 23:15	EDT	4.63	P
USGS	01105585	2018-09-21 23:30	EDT	5.26	P
USGS	01105585	2018-09-21 23:45	EDT	4.87	P
USGS	01105585	2018-09-22 00:00	EDT	4.69	P
USGS	01105585	2018-09-22 00:15	EDT	4.61	P
USGS	01105585	2018-09-22 00:30	EDT	5.31	P
USGS	01105585	2018-09-22 00:45	EDT	4.92	P
USGS	01105585	2018-09-22 01:00	EDT	4.65	P
USGS	01105585	2018-09-22 01:15	EDT	4.61	P
USGS	01105585	2018-09-22 01:30	EDT	4.83	P
USGS	01105585	2018-09-22 01:45	EDT	5.08	P
USGS	01105585	2018-09-22 02:00	EDT	4.76	P
USGS	01105585	2018-09-22 02:15	EDT	4.69	P
USGS	01105585	2018-09-22 02:30	EDT	4.61	P
USGS	01105585	2018-09-22 02:45	EDT	5.26	P
USGS	01105585	2018-09-22 03:00	EDT	4.87	P
USGS	01105585	2018-09-22 03:15	EDT	4.78	P
USGS	01105585	2018-09-22 03:30	EDT	4.76	P
USGS	01105585	2018-09-22 03:45	EDT	6.26	P
USGS	01105585	2018-09-22 04:00	EDT	11.6	P
USGS	01105585	2018-09-22 04:15	EDT	14.8	P
USGS	01105585	2018-09-22 04:30	EDT	13.7	P
USGS	01105585	2018-09-22 04:45	EDT	12.1	P
USGS	01105585	2018-09-22 05:00	EDT	9.66	P
USGS	01105585	2018-09-22 05:15	EDT	7.61	P
USGS	01105585	2018-09-22 05:30	EDT	6.26	P
USGS	01105585	2018-09-22 05:45	EDT	6.28	P
USGS	01105585	2018-09-22 06:00	EDT	5.42	P
USGS	01105585	2018-09-22 06:15	EDT	5.05	P
USGS	01105585	2018-09-22 06:30	EDT	4.98	P
USGS	01105585	2018-09-22 06:45	EDT	5.31	P
USGS	01105585	2018-09-22 07:00	EDT	5.40	P
USGS	01105585	2018-09-22 07:15	EDT	5.19	P
USGS	01105585	2018-09-22 07:30	EDT	5.14	P
USGS	01105585	2018-09-22 07:45	EDT	5.05	P
USGS	01105585	2018-09-22 08:00	EDT	5.42	P
USGS	01105585	2018-09-22 08:15	EDT	5.08	P
USGS	01105585	2018-09-22 08:30	EDT	4.89	P
USGS	01105585	2018-09-22 08:45	EDT	4.81	P
USGS	01105585	2018-09-22 09:00	EDT	5.33	P
USGS	01105585	2018-09-22 09:15	EDT	4.87	P
USGS	01105585	2018-09-22 09:30	EDT	4.72	P
USGS	01105585	2018-09-22 09:45	EDT	4.61	P
USGS	01105585	2018-09-22 10:00	EDT	4.89	P
USGS	01105585	2018-09-22 10:15	EDT	4.83	P
USGS	01105585	2018-09-22 10:30	EDT	4.61	P
USGS	01105585	2018-09-22 10:45	EDT	4.56	P
USGS	01105585	2018-09-22 11:00	EDT	4.52	P
USGS	01105585	2018-09-22 11:15	EDT	4.96	P
USGS	01105585	2018-09-22 11:30	EDT	4.56	P
USGS	01105585	2018-09-22 11:45	EDT	4.37	P
USGS	01105585	2018-09-22 12:00	EDT	4.31	P
USGS	01105585	2018-09-22 12:15	EDT	4.78	P
USGS	01105585	2018-09-22 12:30	EDT	4.56	P
USGS	01105585	2018-09-22 12:45	EDT	4.33	P
USGS	01105585	2018-09-22 13:00	EDT	4.31	P
USGS	01105585	2018-09-22 13:15	EDT	4.27	P
USGS	01105585	2018-09-22 13:30	EDT	4.61	P
USGS	01105585	2018-09-22 13:45	EDT	4.29	P
USGS	01105585	2018-09-22 14:00	EDT	4.18	P
USGS	01105585	2018-09-22 14:15	EDT	4.03	P
USGS	01105585	2018-09-22 14:30	EDT	4.56	P
USGS	01105585	2018-09-22 14:45	EDT	4.16	P
USGS	01105585	2018-09-22 15:00	EDT	4.01	P
USGS	01105585	2018-09-22 15:15	EDT	3.90	P
USGS	01105585	2018-09-22 15:30	EDT	4.10	P
USGS	01105585	2018-09-22 15:45	EDT	4.18	P
USGS	01105585	2018-09-22 16:00	EDT	3.97	P
USGS	01105585	2018-09-22 16:15	EDT	3.84	P
USGS	01105585	2018-09-22 16:30	EDT	3.80	P
USGS	01105585	2018-09-22 16:45	EDT	4.31	P
USGS	01105585	2018-09-22 17:00	EDT	3.90	P
USGS	01105585	2018-09-22 17:15	EDT	3.80	P
USGS	01105585	2018-09-22 17:30	EDT	3.73	P
USGS	01105585	2018-09-22 17:45	EDT	3.82	P
USGS	01105585	2018-09-22 18:00	EDT	4.03	P
USGS	01105585	2018-09-22 18:15	EDT	3.80	P
USGS	01105585	2018-09-22 18:30	EDT	3.69	P
USGS	01105585	2018-09-22 18:45	EDT	3.61	P
USGS	01105585	2018-09-22 19:00	EDT	4.20	P
USGS	01105585	2018-09-22 19:15	EDT	3.84	P
USGS	01105585	2018-09-22 19:30	EDT	3.69	P
USGS	01105585	2018-09-22 19:45	EDT	3.57	P
USGS	01105585	2018-09-22 20:00	EDT	3.52	P
USGS	01105585	2018-09-22 20:15	EDT	4.01	P
USGS	01105585	2018-09-22 20:30	EDT	3.67	P
USGS	01105585	2018-09-22 20:45	EDT	3.52	P
USGS	01105585	2018-09-22 21:00	EDT	3.46	P
USGS	01105585	2018-09-22 21:15	EDT	3.71	P
USGS	01105585	2018-09-22 21:30	EDT	3.75	P
USGS	01105585	2018-09-22 21:45	EDT	3.59	P
USGS	01105585	2018-09-22 22:00	EDT	3.44	P
USGS	01105585	2018-09-22 22:15	EDT	3.42	P
USGS	01105585	2018-09-22 22:30	EDT	3.99	P
USGS	01105585	2018-09-22 22:45	EDT	3.57	P
USGS	01105585	2018-09-22 23:00	EDT	3.44	P
USGS	01105585	2018-09-22 23:15	EDT	3.38	P
USGS	01105585	2018-09-22 23:30	EDT	3.34	P
USGS	01105585	2018-09-22 23:45	EDT	3.80	P
USGS	01105585	2018-09-23 00:00	EDT	3.52	P
USGS	01105585	2018-09-23 00:15	EDT	3.36	P
USGS	01105585	2018-09-23 00:30	EDT	3.36	P
USGS	01105585	2018-09-23 00:45	EDT	3.73	P
USGS	01105585	2018-09-23 01:00	EDT	3.67	P
USGS	01105585	2018-09-23 01:15	EDT	3.46	P
USGS	01105585	2018-09-23 01:30	EDT	3.32	P
USGS	01105585	2018-09-23 01:45	EDT	3.26	P
USGS	01105585	2018-09-23 02:00	EDT	3.80	P
USGS	01105585	2018-09-23 02:15	EDT	3.50	P
USGS	01105585	2018-09-23 02:30	EDT	3.32	P
USGS	01105585	2018-09-23 02:45	EDT	3.23	P
USGS	01105585	2018-09-23 03:00	EDT	3.24	P
USGS	01105585	2018-09-23 03:15	EDT	3.84	P
USGS	01105585	2018-09-23 03:30	EDT	3.48	P
USGS	01105585	2018-09-23 03:45	EDT	3.30	P
USGS	01105585	2018-09-23 04:00	EDT	3.26	P
USGS	01105585	2018-09-23 04:15	EDT	3.21	P
USGS	01105585	2018-09-23 04:30	EDT	3.69	P
USGS	01105585	2018-09-23 04:45	EDT	3.46	P
USGS	01105585	2018-09-23 05:00	EDT	3.23	P
USGS	01105585	2018-09-23 05:15	EDT	3.21	P
USGS	01105585	2018-09-23 05:30	EDT	3.19	P
USGS	01105585	2018-09-23 05:45	EDT	3.21	P
USGS	01105585	2018-09-23 06:00	EDT	3.57	P
USGS	01105585	2018-09-23 06:15	EDT	3.30	P
USGS	01105585	2018-09-23 06:30	EDT	3.15	P
USGS	01105585	2018-09-23 06:45	EDT	3.13	P
USGS	01105585	2018-09-23 07:00	EDT	3.09	P
USGS	01105585	2018-09-23 07:15	EDT	3.71	P
USGS	01105585	2018-09-23 07:30	EDT	3.28	P
USGS	01105585	2018-09-23 07:45	EDT	3.15	P
USGS	01105585	2018-09-23 08:00	EDT	3.11	P
USGS	01105585	2018-09-23 08:15	EDT	3.05	P
USGS	01105585	2018-09-23 08:30	EDT	3.03	P
USGS	01105585	2018-09-23 08:45	EDT	3.59	P
USGS	01105585	2018-09-23 09:00	EDT	3.23	P
USGS	01105585	2018-09-23 09:15	EDT	3.09	P
USGS	01105585	2018-09-23 09:30	EDT	3.01	P
USGS	01105585	2018-09-23 09:45	EDT	3.01	P
USGS	01105585	2018-09-23 10:00	EDT	3.26	P
USGS	01105585	2018-09-23 10:15	EDT	3.42	P
USGS	01105585	2018-09-23 10:30	EDT	3.13	P
USGS	01105585	2018-09-23 10:45	EDT	3.03	P
USGS	01105585	2018-09-23 11:00	EDT	2.98	P
USGS	01105585	2018-09-23 11:15	EDT	2.96	P
USGS	01105585	2018-09-23 11:30	EDT	3.63	P
USGS	01105585	2018-09-23 11:45	EDT	3.23	P
USGS	01105585	2018-09-23 12:00	EDT	3.09	P
USGS	01105585	2018-09-23 12:15	EDT	2.94	P
USGS	01105585	2018-09-23 12:30	EDT	2.96	P
USGS	01105585	2018-09-23 12:45	EDT	3.63	P
USGS	01105585	2018-09-23 13:00	EDT	3.24	P
USGS	01105585	2018-09-23 13:15	EDT	3.03	P
USGS	01105585	2018-09-23 13:30	EDT	2.96	P
USGS	01105585	2018-09-23 13:45	EDT	2.98	P
USGS	01105585	2018-09-23 14:00	EDT	3.52	P
USGS	01105585	2018-09-23 14:15	EDT	3.15	P
USGS	01105585	2018-09-23 14:30	EDT	3.00	P
USGS	01105585	2018-09-23 14:45	EDT	2.90	P
USGS	01105585	2018-09-23 15:00	EDT	2.90	P
USGS	01105585	2018-09-23 15:15	EDT	3.46	P
USGS	01105585	2018-09-23 15:30	EDT	3.07	P
USGS	01105585	2018-09-23 15:45	EDT	2.92	P
USGS	01105585	2018-09-23 16:00	EDT	2.90	P
USGS	01105585	2018-09-23 16:15	EDT	2.85	P
USGS	01105585	2018-09-23 16:30	EDT	3.32	P
USGS	01105585	2018-09-23 16:45	EDT	3.00	P
USGS	01105585	2018-09-23 17:00	EDT	2.92	P
USGS	01105585	2018-09-23 17:15	EDT	2.88	P
USGS	01105585	2018-09-23 17:30	EDT	2.83	P
USGS	01105585	2018-09-23 17:45	EDT	3.46	P
USGS	01105585	2018-09-23 18:00	EDT	3.03	P
USGS	01105585	2018-09-23 18:15	EDT	2.92	P
USGS	01105585	2018-09-23 18:30	EDT	2.85	P
USGS	01105585	2018-09-23 18:45	EDT	2.79	P
USGS	01105585	2018-09-23 19:00	EDT	3.46	P
USGS	01105585	2018-09-23 19:15	EDT	3.09	P
USGS	01105585	2018-09-23 19:30	EDT	2.92	P
USGS	01105585	2018-09-23 19:45	EDT	2.81	P
USGS	01105585	2018-09-23 20:00	EDT	2.78	P
USGS	01105585	2018-09-23 20:15	EDT	3.30	P
USGS	01105585	2018-09-23 20:30	EDT	3.11	P
USGS	01105585	2018-09-23 20:45	EDT	2.87	P
USGS	01105585	2018-09-23 21:00	EDT	2.83	P
USGS	01105585	2018-09-23 21:15	EDT	2.78	P
USGS	01105585	2018-09-23 21:30	EDT	2.74	P
USGS	01105585	2018-09-23 21:45	EDT	3.30	P
USGS	01105585	2018-09-23 22:00	EDT	2.90	P
USGS	01105585	2018-09-23 22:15	EDT	2.79	P
USGS	01105585	2018-09-23 22:30	EDT	2.76	P
USGS	01105585	2018-09-23 22:45	EDT	2.70	P
USGS	01105585	2018-09-23 23:00	EDT	3.38	P
USGS	01105585	2018-09-23 23:15	EDT	2.94	P
USGS	01105585	2018-09-23 23:30	EDT	2.81	P
USGS	01105585	2018-09-23 23:45	EDT	2.72	P
USGS	01105585	2018-09-24 00:00	EDT	2.69	P
USGS	01105585	2018-09-24 00:15	EDT	2.78	P
USGS	01105585	2018-09-24 00:30	EDT	3.11	P
USGS	01105585	2018-09-24 00:45	EDT	2.87	P
USGS	01105585	2018-09-24 01:00	EDT	2.78	P
USGS	01105585	2018-09-24 01:15	EDT	2.72	P
USGS	01105585	2018-09-24 01:30	EDT	2.67	P
USGS	01105585	2018-09-24 01:45	EDT	2.65	P
USGS	01105585	2018-09-24 02:00	EDT	3.34	P
USGS	01105585	2018-09-24 02:15	EDT	2.88	P
USGS	01105585	2018-09-24 02:30	EDT	2.76	P
USGS	01105585	2018-09-24 02:45	EDT	2.65	P
USGS	01105585	2018-09-24 03:00	EDT	2.63	P
USGS	01105585	2018-09-24 03:15	EDT	2.65	P
USGS	01105585	2018-09-24 03:30	EDT	3.40	P
USGS	01105585	2018-09-24 03:45	EDT	2.90	P
USGS	01105585	2018-09-24 04:00	EDT	2.74	P
USGS	01105585	2018-09-24 04:15	EDT	2.67	P
USGS	01105585	2018-09-24 04:30	EDT	2.63	P
USGS	01105585	2018-09-24 04:45	EDT	2.58	P
USGS	01105585	2018-09-24 05:00	EDT	3.23	P
USGS	01105585	2018-09-24 05:15	EDT	2.85	P
USGS	01105585	2018-09-24 05:30	EDT	2.67	P
USGS	01105585	2018-09-24 05:45	EDT	2.62	P
USGS	01105585	2018-09-24 06:00	EDT	2.56	P
USGS	01105585	2018-09-24 06:15	EDT	2.58	P
USGS	01105585	2018-09-24 06:30	EDT	3.24	P
USGS	01105585	2018-09-24 06:45	EDT	2.81	P
USGS	01105585	2018-09-24 07:00	EDT	2.69	P
USGS	01105585	2018-09-24 07:15	EDT	2.62	P
USGS	01105585	2018-09-24 07:30	EDT	2.62	P
USGS	01105585	2018-09-24 07:45	EDT	2.55	P
USGS	01105585	2018-09-24 08:00	EDT	3.19	P
USGS	01105585	2018-09-24 08:15	EDT	2.79	P
USGS	01105585	2018-09-24 08:30	EDT	2.65	P
USGS	01105585	2018-09-24 08:45	EDT	2.58	P
USGS	01105585	2018-09-24 09:00	EDT	2.53	P
USGS	01105585	2018-09-24 09:15	EDT	2.60	P
USGS	01105585	2018-09-24 09:30	EDT	3.09	P
USGS	01105585	2018-09-24 09:45	EDT	2.72	P
USGS	01105585	2018-09-24 10:00	EDT	2.63	P
USGS	01105585	2018-09-24 10:15	EDT	2.56	P
USGS	01105585	2018-09-24 10:30	EDT	2.53	P
USGS	01105585	2018-09-24 10:45	EDT	2.87	P
USGS	01105585	2018-09-24 11:00	EDT	2.94	P
USGS	01105585	2018-09-24 11:15	EDT	2.70	P
USGS	01105585	2018-09-24 11:30	EDT	2.60	P
USGS	01105585	2018-09-24 11:45	EDT	2.56	P
USGS	01105585	2018-09-24 12:00	EDT	2.53	P
USGS	01105585	2018-09-24 12:15	EDT	2.51	P
USGS	01105585	2018-09-24 12:30	EDT	3.30	P
USGS	01105585	2018-09-24 12:45	EDT	2.88	P
USGS	01105585	2018-09-24 13:00	EDT	2.63	P
USGS	01105585	2018-09-24 13:15	EDT	2.53	P
USGS	01105585	2018-09-24 13:30	EDT	2.46	P
USGS	01105585	2018-09-24 13:45	EDT	2.44	P
USGS	01105585	2018-09-24 14:00	EDT	2.48	P
USGS	01105585	2018-09-24 14:15	EDT	3.19	P
USGS	01105585	2018-09-24 14:30	EDT	2.81	P
USGS	01105585	2018-09-24 14:45	EDT	2.62	P
USGS	01105585	2018-09-24 15:00	EDT	2.51	P
USGS	01105585	2018-09-24 15:15	EDT	2.48	P
USGS	01105585	2018-09-24 15:30	EDT	2.48	P
USGS	01105585	2018-09-24 15:45	EDT	2.44	P
USGS	01105585	2018-09-24 16:00	EDT	3.05	P
USGS	01105585	2018-09-24 16:15	EDT	2.63	P
USGS	01105585	2018-09-24 16:30	EDT	2.50	P
USGS	01105585	2018-09-24 16:45	EDT	2.44	P
USGS	01105585	2018-09-24 17:00	EDT	2.41	P
USGS	01105585	2018-09-24 17:15	EDT	2.38	P
USGS	01105585	2018-09-24 17:30	EDT	2.39	P
USGS	01105585	2018-09-24 17:45	EDT	3.03	P
USGS	01105585	2018-09-24 18:00	EDT	2.63	P
USGS	01105585	2018-09-24 18:15	EDT	2.51	P
USGS	01105585	2018-09-24 18:30	EDT	2.50	P
USGS	01105585	2018-09-24 18:45	EDT	2.43	P
USGS	01105585	2018-09-24 19:00	EDT	2.43	P
USGS	01105585	2018-09-24 19:15	EDT	2.39	P
USGS	01105585	2018-09-24 19:30	EDT	2.96	P
USGS	01105585	2018-09-24 19:45	EDT	2.58	P
USGS	01105585	2018-09-24 20:00	EDT	2.44	P
USGS	01105585	2018-09-24 20:15	EDT	2.39	P
USGS	01105585	2018-09-24 20:30	EDT	2.36	P
USGS	01105585	2018-09-24 20:45	EDT	2.35	P
USGS	01105585	2018-09-24 21:00	EDT	2.38	P
USGS	01105585	2018-09-24 21:15	EDT	2.81	P
USGS	01105585	2018-09-24 21:30	EDT	2.48	P
USGS	01105585	2018-09-24 21:45	EDT	2.36	P
USGS	01105585	2018-09-24 22:00	EDT	2.31	P
USGS	01105585	2018-09-24 22:15	EDT	2.26	P
USGS	01105585	2018-09-24 22:30	EDT	2.26	P
USGS	01105585	2018-09-24 22:45	EDT	2.96	P
USGS	01105585	2018-09-24 23:00	EDT	2.62	P
USGS	01105585	2018-09-24 23:15	EDT	2.36	P
USGS	01105585	2018-09-24 23:30	EDT	2.35	P
USGS	01105585	2018-09-24 23:45	EDT	2.28	P
USGS	01105585	2018-09-25 00:00	EDT	2.25	P
USGS	01105585	2018-09-25 00:15	EDT	2.23	P
USGS	01105585	2018-09-25 00:30	EDT	2.90	P
USGS	01105585	2018-09-25 00:45	EDT	2.48	P
USGS	01105585	2018-09-25 01:00	EDT	2.31	P
USGS	01105585	2018-09-25 01:15	EDT	2.25	P
USGS	01105585	2018-09-25 01:30	EDT	2.26	P
USGS	01105585	2018-09-25 01:45	EDT	2.23	P
USGS	01105585	2018-09-25 02:00	EDT	2.23	P
USGS	01105585	2018-09-25 02:15	EDT	2.88	P
USGS	01105585	2018-09-25 02:30	EDT	2.44	P
USGS	01105585	2018-09-25 02:45	EDT	2.33	P
USGS	01105585	2018-09-25 03:00	EDT	2.26	P
USGS	01105585	2018-09-25 03:15	EDT	2.28	P
USGS	01105585	2018-09-25 03:30	EDT	2.25	P
USGS	01105585	2018-09-25 03:45	EDT	2.22	P
USGS	01105585	2018-09-25 04:00	EDT	2.87	P
USGS	01105585	2018-09-25 04:15	EDT	2.44	P
USGS	01105585	2018-09-25 04:30	EDT	2.31	P
USGS	01105585	2018-09-25 04:45	EDT	2.25	P
USGS	01105585	2018-09-25 05:00	EDT	2.25	P
USGS	01105585	2018-09-25 05:15	EDT	2.22	P
USGS	01105585	2018-09-25 05:30	EDT	2.19	P
USGS	01105585	2018-09-25 05:45	EDT	2.98	P
USGS	01105585	2018-09-25 06:00	EDT	2.46	P
USGS	01105585	2018-09-25 06:15	EDT	2.31	P
USGS	01105585	2018-09-25 06:30	EDT	2.26	P
USGS	01105585	2018-09-25 06:45	EDT	2.22	P
USGS	01105585	2018-09-25 07:00	EDT	2.19	P
USGS	01105585	2018-09-25 07:15	EDT	2.20	P
USGS	01105585	2018-09-25 07:30	EDT	2.98	P
USGS	01105585	2018-09-25 07:45	EDT	2.46	P
USGS	01105585	2018-09-25 08:00	EDT	2.31	P
USGS	01105585	2018-09-25 08:15	EDT	2.25	P
USGS	01105585	2018-09-25 08:30	EDT	2.19	P
USGS	01105585	2018-09-25 08:45	EDT	2.20	P
USGS	01105585	2018-09-25 09:00	EDT	2.17	P
USGS	01105585	2018-09-25 09:15	EDT	2.81	P
USGS	01105585	2018-09-25 09:30	EDT	2.43	P
USGS	01105585	2018-09-25 09:45	EDT	2.26	P
USGS	01105585	2018-09-25 10:00	EDT	2.22	P
USGS	01105585	2018-09-25 10:15	EDT	2.20	P
USGS	01105585	2018-09-25 10:30	EDT	2.17	P
USGS	01105585	2018-09-25 10:45	EDT	2.36	P
USGS	01105585	2018-09-25 11:00	EDT	2.67	P
USGS	01105585	2018-09-25 11:15	EDT	2.44	P
USGS	01105585	2018-09-25 11:30	EDT	2.30	P
USGS	01105585	2018-09-25 11:45	EDT	2.26	P
USGS	01105585	2018-09-25 12:00	EDT	2.28	P
USGS	01105585	2018-09-25 12:15	EDT	2.25	P
USGS	01105585	2018-09-25 12:30	EDT	3.03	P
USGS	01105585	2018-09-25 12:45	EDT	2.58	P
USGS	01105585	2018-09-25 13:00	EDT	2.39	P
USGS	01105585	2018-09-25 13:15	EDT	2.46	P
USGS	01105585	2018-09-25 13:30	EDT	4.12	P
USGS	01105585	2018-09-25 13:45	EDT	10.1	P
USGS	01105585	2018-09-25 14:00	EDT	12.1	P
USGS	01105585	2018-09-25 14:15	EDT	10.4	P
USGS	01105585	2018-09-25 14:30	EDT	8.24	P
USGS	01105585	2018-09-25 14:45	EDT	6.56	P
USGS	01105585	2018-09-25 15:00	EDT	6.59	P
USGS	01105585	2018-09-25 15:15	EDT	14.2	P
USGS	01105585	2018-09-25 15:30	EDT	25.3	P
USGS	01105585	2018-09-25 15:45	EDT	37.7	P
USGS	01105585	2018-09-25 16:00	EDT	43.0	P
USGS	01105585	2018-09-25 16:15	EDT	34.4	P
USGS	01105585	2018-09-25 16:30	EDT	27.5	P
USGS	01105585	2018-09-25 16:45	EDT	25.1	P
USGS	01105585	2018-09-25 17:00	EDT	31.8	P
USGS	01105585	2018-09-25 17:15	EDT	40.7	P
USGS	01105585	2018-09-25 17:30	EDT	40.4	P
USGS	01105585	2018-09-25 17:45	EDT	36.6	P
USGS	01105585	2018-09-25 18:00	EDT	30.9	P
USGS	01105585	2018-09-25 18:15	EDT	31.6	P
USGS	01105585	2018-09-25 18:30	EDT	32.7	P
USGS	01105585	2018-09-25 18:45	EDT	31.3	P
USGS	01105585	2018-09-25 19:00	EDT	29.8	P
USGS	01105585	2018-09-25 19:15	EDT	28.4	P
USGS	01105585	2018-09-25 19:30	EDT	26.2	P
USGS	01105585	2018-09-25 19:45	EDT	26.2	P
USGS	01105585	2018-09-25 20:00	EDT	24.7	P
USGS	01105585	2018-09-25 20:15	EDT	23.2	P
USGS	01105585	2018-09-25 20:30	EDT	21.4	P
USGS	01105585	2018-09-25 20:45	EDT	19.8	P
USGS	01105585	2018-09-25 21:00	EDT	18.9	P
USGS	01105585	2018-09-25 21:15	EDT	18.9	P
USGS	01105585	2018-09-25 21:30	EDT	22.9	P
USGS	01105585	2018-09-25 21:45	EDT	31.0	P
USGS	01105585	2018-09-25 22:00	EDT	34.4	P
USGS	01105585	2018-09-25 22:15	EDT	37.3	P
USGS	01105585	2018-09-25 22:30	EDT	37.3	P
USGS	01105585	2018-09-25 22:45	EDT	31.4	P
USGS	01105585	2018-09-25 23:00	EDT	29.3	P
USGS	01105585	2018-09-25 23:15	EDT	30.4	P
USGS	01105585	2018-09-25 23:30	EDT	66.6	P
USGS	01105585	2018-09-25 23:45	EDT	88.6	P
USGS	01105585	2018-09-26 00:00	EDT	166	P
USGS	01105585	2018-09-26 00:15	EDT	187	P
USGS	01105585	2018-09-26 00:30	EDT	85.0	P
USGS	01105585	2018-09-26 00:45	EDT	58.6	P
USGS	01105585	2018-09-26 01:00	EDT	47.6	P
USGS	01105585	2018-09-26 01:15	EDT	39.4	P
USGS	01105585	2018-09-26 01:30	EDT	35.2	P
USGS	01105585	2018-09-26 01:45	EDT	32.1	P
USGS	01105585	2018-09-26 02:00	EDT	29.8	P
USGS	01105585	2018-09-26 02:15	EDT	28.4	P
USGS	01105585	2018-09-26 02:30	EDT	28.1	P
USGS	01105585	2018-09-26 02:45	EDT	26.8	P
USGS	01105585	2018-09-26 03:00	EDT	26.3	P
USGS	01105585	2018-09-26 03:15	EDT	25.6	P
USGS	01105585	2018-09-26 03:30	EDT	25.2	P
USGS	01105585	2018-09-26 03:45	EDT	24.7	P
USGS	01105585	2018-09-26 04:00	EDT	24.8	P
USGS	01105585	2018-09-26 04:15	EDT	24.0	P
USGS	01105585	2018-09-26 04:30	EDT	24.4	P
USGS	01105585	2018-09-26 04:45	EDT	23.6	P
USGS	01105585	2018-09-26 05:00	EDT	23.4	P
USGS	01105585	2018-09-26 05:15	EDT	23.4	P
